"user","timestamp","x","y","z","distancefromobject"
"Ben.Olson@test.com","1655564110298","0.0","1.0","0.0","284"
"Ben.Olson@test.com","1655564110298","0.0","-1.0","0.0","284"
"Lyn.Jackson@test.com","1655564114435","-1.0","1.0","0.0","229"
"Lyn.Jackson@test.com","1655564114435","-1.0","-1.0","0.0","229"
"Lyn.Jackson@test.com","1655564114435","-1.0","0.0","-1.0","229"
"Chris.Clayton@test.com","1655564114435","-1.0","-1.0","-1.0","229"
"Chris.Clayton@test.com","1655564114435","0.0","0.0","0.0","229"
"Chris.Clayton@test.com","1655564114435","1.0","0.0","-1.0","229"
"Lyn.Jackson@test.com","1655564114435","-1.0","1.0","0.0","287"
"Lyn.Jackson@test.com","1655564114435","-1.0","-1.0","0.0","287"
"Lyn.Jackson@test.com","1655564114435","-1.0","0.0","-1.0","287"
"Chris.Clayton@test.com","1655564114435","-1.0","-1.0","-1.0","287"
"Chris.Clayton@test.com","1655564114435","0.0","0.0","0.0","287"
"Chris.Clayton@test.com","1655564114435","1.0","0.0","-1.0","287"
"Travis.Wu@test.com","1655564115227","0.0","-1.0","0.0","294"
"Travis.Wu@test.com","1655564115227","-1.0","1.0","0.0","294"
"Travis.Wu@test.com","1655564115227","1.0","-1.0","-1.0","294"
"Jaya.Aristotle@test.com","1655564121076","1.0","-1.0","0.0","254"
"Jaya.Aristotle@test.com","1655564121076","0.0","-1.0","-1.0","254"
"Jaya.Aristotle@test.com","1655564121076","1.0","0.0","-1.0","254"
"Angie.Wu@test.com","1655564121196","-1.0","-1.0","0.0","287"
"Angie.Wu@test.com","1655564121196","1.0","0.0","0.0","287"
"Angie.Wu@test.com","1655564121196","1.0","1.0","0.0","287"
"Frank.Fibonnaci@test.com","1655564121365","-1.0","0.0","-1.0","296"
"Frank.Fibonnaci@test.com","1655564121365","0.0","-1.0","0.0","296"
"Frank.Fibonnaci@test.com","1655564121365","1.0","1.0","-1.0","296"
"Craig.Jones@test.com","1655564123835","0.0","-1.0","0.0","204"
"Craig.Jones@test.com","1655564123835","0.0","0.0","0.0","204"
"Craig.Jones@test.com","1655564123835","-1.0","0.0","0.0","204"
"Spencer.Doshi@test.com","1655564125906","0.0","1.0","-1.0","277"
"Spencer.Doshi@test.com","1655564125906","1.0","-1.0","0.0","277"
"Larry.Habschied@test.com","1655564127584","-1.0","0.0","-1.0","267"
"Larry.Habschied@test.com","1655564127584","1.0","-1.0","0.0","267"
"Jason.Aristotle@test.com","1655564137557","-1.0","-1.0","0.0","263"
"Jason.Aristotle@test.com","1655564137557","0.0","0.0","-1.0","263"
"Jason.Aristotle@test.com","1655564137557","0.0","0.0","0.0","263"
"Santosh.Aristotle@test.com","1655564137700","0.0","-1.0","0.0","224"
"Santosh.Aristotle@test.com","1655564137700","-1.0","-1.0","-1.0","224"
"Santosh.Aristotle@test.com","1655564137700","0.0","1.0","0.0","224"
"Ben.Phillips@test.com","1655564138380","-1.0","-1.0","-1.0","274"
"Ben.Phillips@test.com","1655564138380","0.0","1.0","-1.0","274"
"Ben.Phillips@test.com","1655564138380","-1.0","1.0","-1.0","274"
"Suresh.Sanchez@test.com","1655564139657","0.0","1.0","-1.0","216"
"Suresh.Sanchez@test.com","1655564139657","-1.0","-1.0","0.0","216"
"Suresh.Sanchez@test.com","1655564139657","1.0","-1.0","0.0","216"
"Liz.Sanchez@test.com","1655564140062","-1.0","0.0","-1.0","207"
"Liz.Sanchez@test.com","1655564140062","1.0","1.0","0.0","207"
"Sarah.Harris@test.com","1655564142155","-1.0","1.0","-1.0","286"
"Sarah.Harris@test.com","1655564142155","1.0","1.0","-1.0","286"
"Sarah.Harris@test.com","1655564142155","1.0","-1.0","0.0","286"
"Eric.Clark@test.com","1655564144132","-1.0","1.0","0.0","290"
"Eric.Clark@test.com","1655564144132","1.0","0.0","0.0","290"
"Eric.Clark@test.com","1655564144132","0.0","1.0","-1.0","290"
"David.Spencer@test.com","1655564147069","-1.0","0.0","0.0","279"
"David.Spencer@test.com","1655564147069","-1.0","1.0","-1.0","279"
"David.Spencer@test.com","1655564147069","1.0","1.0","-1.0","279"
"Eric.Clark@test.com","1655564147098","1.0","-1.0","0.0","249"
"Eric.Clark@test.com","1655564147098","-1.0","-1.0","0.0","249"
"Jason.Mitra@test.com","1655564151062","-1.0","1.0","-1.0","257"
"Jason.Mitra@test.com","1655564151062","0.0","-1.0","-1.0","257"
"Jason.Mitra@test.com","1655564151062","0.0","0.0","-1.0","257"
"Lyn.Smith@test.com","1655564151438","1.0","0.0","0.0","210"
"Lyn.Smith@test.com","1655564151438","0.0","1.0","-1.0","210"
"Lyn.Smith@test.com","1655564151438","1.0","-1.0","0.0","210"
"Frank.Mitra@test.com","1655564151738","1.0","-1.0","0.0","219"
"Frank.Mitra@test.com","1655564151738","0.0","0.0","0.0","219"
"Frank.Mitra@test.com","1655564151738","-1.0","-1.0","-1.0","219"
"Neeraj.Huey@test.com","1655564152158","-1.0","0.0","0.0","245"
"Neeraj.Huey@test.com","1655564152158","-1.0","1.0","0.0","245"
"Neeraj.Huey@test.com","1655564152158","0.0","0.0","-1.0","245"
"Christina.Clark@test.com","1655564152473","1.0","0.0","0.0","296"
"Christina.Clark@test.com","1655564152473","1.0","1.0","-1.0","296"
"Christina.Clark@test.com","1655564152473","-1.0","1.0","-1.0","296"
"Christina.Anandh@test.com","1655564152886","0.0","-1.0","0.0","210"
"Christina.Anandh@test.com","1655564152886","0.0","1.0","0.0","210"
"Christina.Anandh@test.com","1655564152886","0.0","1.0","-1.0","210"
"Eric.Olson@test.com","1655564153886","-1.0","-1.0","0.0","246"
"Eric.Olson@test.com","1655564153886","-1.0","0.0","0.0","246"
"Eric.Olson@test.com","1655564153886","0.0","1.0","0.0","246"
"Suresh.Doshi@test.com","1655564157015","0.0","1.0","-1.0","296"
"Suresh.Doshi@test.com","1655564157015","1.0","1.0","-1.0","296"
"Suresh.Doshi@test.com","1655564157015","0.0","1.0","0.0","296"
"Lyn.Habschied@test.com","1655564159319","-1.0","-1.0","-1.0","278"
"Lyn.Habschied@test.com","1655564159319","-1.0","0.0","0.0","278"
"Lyn.Habschied@test.com","1655564159319","-1.0","-1.0","0.0","278"
"Ashley.Gonzalez@test.com","1655564159836","1.0","0.0","0.0","205"
"Ashley.Gonzalez@test.com","1655564159836","-1.0","-1.0","-1.0","205"
"Ashley.Gonzalez@test.com","1655564159836","-1.0","0.0","0.0","205"
"Jane.Lincoln@test.com","1655564159836","-1.0","0.0","-1.0","205"
"Jane.Lincoln@test.com","1655564159836","1.0","-1.0","0.0","205"
"Ashley.Gonzalez@test.com","1655564159836","1.0","0.0","0.0","275"
"Ashley.Gonzalez@test.com","1655564159836","-1.0","-1.0","-1.0","275"
"Ashley.Gonzalez@test.com","1655564159836","-1.0","0.0","0.0","275"
"Jane.Lincoln@test.com","1655564159836","-1.0","0.0","-1.0","275"
"Jane.Lincoln@test.com","1655564159836","1.0","-1.0","0.0","275"
"Spencer.Doshi@test.com","1655564160298","0.0","-1.0","-1.0","272"
"Spencer.Doshi@test.com","1655564160298","1.0","0.0","0.0","272"
"Spencer.Doshi@test.com","1655564160298","-1.0","0.0","-1.0","272"
"Suresh.Sanchez@test.com","1655564161317","0.0","0.0","-1.0","278"
"Suresh.Sanchez@test.com","1655564161317","0.0","1.0","-1.0","278"
"Suresh.Sanchez@test.com","1655564161317","1.0","0.0","0.0","278"
"Ben.Olson@test.com","1655564162498","1.0","0.0","-1.0","218"
"Ben.Olson@test.com","1655564162498","0.0","1.0","-1.0","218"
"Ben.Olson@test.com","1655564162498","-1.0","-1.0","0.0","218"
"Edward.Howard@test.com","1655564162675","-1.0","1.0","0.0","295"
"Edward.Howard@test.com","1655564162675","0.0","-1.0","-1.0","295"
"Edward.Howard@test.com","1655564162675","-1.0","1.0","-1.0","295"
"Manoj.Spencer@test.com","1655564163171","0.0","1.0","0.0","243"
"Manoj.Spencer@test.com","1655564163171","0.0","-1.0","0.0","243"
"Manoj.Spencer@test.com","1655564163171","-1.0","1.0","0.0","243"
"Liz.Aristotle@test.com","1655564164519","0.0","-1.0","-1.0","267"
"Liz.Aristotle@test.com","1655564164519","1.0","-1.0","0.0","267"
"Liz.Aristotle@test.com","1655564164519","-1.0","1.0","-1.0","267"
"Sarah.Doshi@test.com","1655564166042","-1.0","-1.0","0.0","251"
"Sarah.Doshi@test.com","1655564166042","1.0","1.0","0.0","251"
"Jane.Ahmed@test.com","1655564166388","1.0","1.0","0.0","284"
"Jane.Ahmed@test.com","1655564166388","0.0","-1.0","-1.0","284"
"Jane.Ahmed@test.com","1655564166388","1.0","1.0","-1.0","284"
"Jacob.Jones@test.com","1655564166566","-1.0","-1.0","0.0","286"
"Jacob.Jones@test.com","1655564166566","-1.0","0.0","-1.0","286"
"Spencer.Anandh@test.com","1655564166950","1.0","0.0","0.0","207"
"Spencer.Anandh@test.com","1655564166950","0.0","1.0","0.0","207"
"Spencer.Anandh@test.com","1655564166950","1.0","-1.0","0.0","207"
"Bobby.Abram@test.com","1655564169912","-1.0","0.0","0.0","221"
"Bobby.Abram@test.com","1655564169912","1.0","-1.0","-1.0","221"
"Bobby.Abram@test.com","1655564169912","1.0","0.0","-1.0","221"
"Senthil.Spencer@test.com","1655564170380","-1.0","1.0","-1.0","278"
"Senthil.Spencer@test.com","1655564170380","1.0","-1.0","-1.0","278"
"Senthil.Spencer@test.com","1655564170380","0.0","0.0","-1.0","278"
"Dan.Ahmed@test.com","1655564170660","1.0","-1.0","0.0","224"
"Dan.Ahmed@test.com","1655564170660","1.0","0.0","0.0","224"
"Dan.Ahmed@test.com","1655564170660","0.0","1.0","0.0","224"
"Suresh.Doshi@test.com","1655564174046","1.0","-1.0","-1.0","248"
"Suresh.Doshi@test.com","1655564174046","-1.0","1.0","0.0","248"
"Suresh.Doshi@test.com","1655564174046","-1.0","-1.0","0.0","248"
"Spencer.Ahmed@test.com","1655564176228","-1.0","0.0","0.0","257"
"Spencer.Ahmed@test.com","1655564176228","0.0","0.0","0.0","257"
"Spencer.Ahmed@test.com","1655564176228","0.0","-1.0","0.0","257"
"Jane.Howard@test.com","1655564178532","1.0","-1.0","-1.0","216"
"Jane.Howard@test.com","1655564178532","1.0","0.0","-1.0","216"
"Jane.Howard@test.com","1655564178532","0.0","-1.0","-1.0","216"
"Liz.Aristotle@test.com","1655564178919","-1.0","0.0","0.0","280"
"Liz.Aristotle@test.com","1655564178919","1.0","0.0","-1.0","280"
"Liz.Aristotle@test.com","1655564178919","0.0","0.0","-1.0","280"
"Eric.Khatib@test.com","1655564179667","0.0","-1.0","-1.0","255"
"Eric.Khatib@test.com","1655564179667","-1.0","0.0","0.0","255"
"Travis.Wu@test.com","1655564181809","1.0","0.0","0.0","270"
"Travis.Wu@test.com","1655564181809","1.0","-1.0","-1.0","270"
"Travis.Wu@test.com","1655564181809","1.0","-1.0","0.0","270"
"Lyn.Habschied@test.com","1655564184119","0.0","1.0","-1.0","234"
"Lyn.Habschied@test.com","1655564184119","-1.0","-1.0","0.0","234"
"Lyn.Habschied@test.com","1655564184119","1.0","-1.0","0.0","234"
"Eric.Staples@test.com","1655564186142","0.0","-1.0","0.0","274"
"Eric.Staples@test.com","1655564186142","1.0","0.0","0.0","274"
"Eric.Staples@test.com","1655564186142","-1.0","0.0","-1.0","274"
"Chris.Aristotle@test.com","1655564188913","1.0","1.0","0.0","236"
"Chris.Aristotle@test.com","1655564188913","-1.0","0.0","-1.0","236"
"Chris.Aristotle@test.com","1655564188913","1.0","1.0","-1.0","236"
"Chris.Smith@test.com","1655564190654","-1.0","-1.0","-1.0","284"
"Chris.Smith@test.com","1655564190654","1.0","0.0","-1.0","284"
"Eric.Khatib@test.com","1655564191565","0.0","-1.0","-1.0","246"
"Eric.Khatib@test.com","1655564191565","-1.0","1.0","-1.0","246"
"Eric.Khatib@test.com","1655564191565","1.0","1.0","0.0","246"
"Edward.Anderson@test.com","1655564193460","0.0","0.0","0.0","275"
"Edward.Anderson@test.com","1655564193460","-1.0","-1.0","0.0","275"
"Edward.Anderson@test.com","1655564193460","-1.0","1.0","-1.0","275"
"Suresh.Doshi@test.com","1655564193510","0.0","0.0","-1.0","263"
"Suresh.Doshi@test.com","1655564193510","1.0","0.0","-1.0","263"
"Suresh.Doshi@test.com","1655564193510","1.0","0.0","0.0","263"
"Craig.Anandh@test.com","1655564193618","-1.0","-1.0","0.0","232"
"Craig.Anandh@test.com","1655564193618","-1.0","-1.0","-1.0","232"
"Craig.Anandh@test.com","1655564193618","0.0","0.0","0.0","232"
"Bobby.Abram@test.com","1655564194712","-1.0","-1.0","-1.0","267"
"Bobby.Abram@test.com","1655564194712","-1.0","-1.0","0.0","267"
"Bobby.Abram@test.com","1655564194712","-1.0","0.0","-1.0","267"
"Chris.Aristotle@test.com","1655564195012","0.0","1.0","0.0","231"
"Chris.Aristotle@test.com","1655564195012","-1.0","0.0","-1.0","231"
"Chris.Aristotle@test.com","1655564195012","-1.0","-1.0","0.0","231"
"Ashley.Davis@test.com","1655564196020","0.0","-1.0","0.0","214"
"Ashley.Davis@test.com","1655564196020","-1.0","1.0","-1.0","214"
"Frank.Aristotle@test.com","1655564197000","1.0","0.0","-1.0","288"
"Frank.Aristotle@test.com","1655564197000","-1.0","1.0","-1.0","288"
"David.Spencer@test.com","1655564197197","1.0","-1.0","-1.0","218"
"David.Spencer@test.com","1655564197197","0.0","0.0","0.0","218"
"David.Spencer@test.com","1655564197197","-1.0","-1.0","-1.0","218"
"Ben.Hansen@test.com","1655564202746","0.0","1.0","-1.0","201"
"Ben.Hansen@test.com","1655564202746","1.0","1.0","0.0","201"
"Ben.Hansen@test.com","1655564202746","-1.0","-1.0","-1.0","201"
"Neeraj.Harris@test.com","1655564203074","-1.0","0.0","-1.0","247"
"Neeraj.Harris@test.com","1655564203074","1.0","0.0","0.0","247"
"Neeraj.Harris@test.com","1655564203074","0.0","0.0","0.0","247"
"Eric.Sanchez@test.com","1655564206915","0.0","0.0","-1.0","285"
"Eric.Sanchez@test.com","1655564206915","-1.0","1.0","-1.0","285"
"Jaya.Staples@test.com","1655564207410","-1.0","-1.0","-1.0","206"
"Jaya.Staples@test.com","1655564207410","-1.0","0.0","-1.0","206"
"Jaya.Staples@test.com","1655564207410","-1.0","1.0","0.0","206"
"Jerry.Gonzalez@test.com","1655564208380","1.0","-1.0","-1.0","295"
"Jerry.Gonzalez@test.com","1655564208380","-1.0","1.0","0.0","295"
"Jerry.Gonzalez@test.com","1655564208380","0.0","1.0","0.0","295"
"Dan.Ahmed@test.com","1655564208423","-1.0","0.0","0.0","238"
"Dan.Ahmed@test.com","1655564208423","1.0","1.0","0.0","238"
"Dan.Ahmed@test.com","1655564208423","-1.0","0.0","-1.0","238"
"Liz.Clark@test.com","1655564210767","1.0","-1.0","0.0","290"
"Liz.Clark@test.com","1655564210767","-1.0","1.0","0.0","290"
"Chris.Aristotle@test.com","1655564211276","0.0","0.0","-1.0","224"
"Chris.Aristotle@test.com","1655564211276","-1.0","1.0","-1.0","224"
"Chris.Aristotle@test.com","1655564211276","0.0","1.0","-1.0","224"
"Ashley.Davis@test.com","1655564215685","1.0","-1.0","-1.0","244"
"Ashley.Davis@test.com","1655564215685","0.0","-1.0","-1.0","244"
"Ashley.Davis@test.com","1655564215685","0.0","0.0","0.0","244"
"Jaya.Staples@test.com","1655564216908","1.0","1.0","0.0","249"
"Jaya.Staples@test.com","1655564216908","0.0","-1.0","-1.0","249"
"Craig.Habschied@test.com","1655564381638","-1.0","-1.0","-1.0","226"
"Craig.Habschied@test.com","1655564381638","0.0","-1.0","0.0","226"
"Spencer.Hansen@test.com","1655564381970","-1.0","1.0","0.0","208"
"Spencer.Hansen@test.com","1655564381970","0.0","0.0","0.0","208"
"Spencer.Hansen@test.com","1655564381970","1.0","-1.0","0.0","208"
"Trevor.Habschied@test.com","1655564383567","-1.0","0.0","-1.0","214"
"Trevor.Habschied@test.com","1655564383567","1.0","-1.0","0.0","214"
"Trevor.Habschied@test.com","1655564383567","0.0","1.0","-1.0","214"
"Jerry.Davis@test.com","1655564385136","0.0","1.0","-1.0","281"
"Jerry.Davis@test.com","1655564385136","0.0","-1.0","-1.0","281"
"Angie.Huey@test.com","1655564390567","-1.0","0.0","-1.0","291"
"Angie.Huey@test.com","1655564390567","-1.0","0.0","0.0","291"
"Angie.Huey@test.com","1655564390567","-1.0","-1.0","0.0","291"
"Liz.Khatib@test.com","1655564391169","0.0","1.0","-1.0","208"
"Liz.Khatib@test.com","1655564391169","1.0","0.0","0.0","208"
"Liz.Khatib@test.com","1655564391169","0.0","0.0","-1.0","208"
"Ben.Mitra@test.com","1655564391458","1.0","0.0","0.0","263"
"Ben.Mitra@test.com","1655564391458","0.0","-1.0","-1.0","263"
"Santosh.Clayton@test.com","1655564392974","0.0","-1.0","-1.0","294"
"Santosh.Clayton@test.com","1655564392974","-1.0","1.0","0.0","294"
"Santosh.Clayton@test.com","1655564392974","0.0","0.0","-1.0","294"
"Liz.Howard@test.com","1655564396127","1.0","-1.0","0.0","262"
"Liz.Howard@test.com","1655564396127","-1.0","-1.0","0.0","262"
"Liz.Howard@test.com","1655564396127","0.0","1.0","0.0","262"
"Manoj.Lincoln@test.com","1655564401505","-1.0","1.0","-1.0","257"
"Manoj.Lincoln@test.com","1655564401505","-1.0","0.0","-1.0","257"
"Manoj.Lincoln@test.com","1655564401505","0.0","1.0","0.0","257"
"Ben.Mitra@test.com","1655564402258","0.0","1.0","-1.0","267"
"Ben.Mitra@test.com","1655564402258","-1.0","0.0","-1.0","267"
"Ben.Mitra@test.com","1655564402258","0.0","0.0","-1.0","267"
"Christina.Davis@test.com","1655564402317","-1.0","1.0","0.0","290"
"Christina.Davis@test.com","1655564402317","1.0","0.0","-1.0","290"
"Christina.Davis@test.com","1655564402317","0.0","0.0","0.0","290"
"Spencer.Huey@test.com","1655564404255","-1.0","1.0","0.0","233"
"Spencer.Huey@test.com","1655564404255","0.0","1.0","0.0","233"
"Spencer.Huey@test.com","1655564404255","1.0","0.0","-1.0","233"
"Suresh.Clark@test.com","1655564404992","0.0","1.0","-1.0","284"
"Suresh.Clark@test.com","1655564404992","-1.0","1.0","0.0","284"
"Suresh.Clark@test.com","1655564404992","0.0","-1.0","0.0","284"
"Suresh.Aristotle@test.com","1655564405861","0.0","0.0","0.0","285"
"Suresh.Aristotle@test.com","1655564405861","-1.0","-1.0","-1.0","285"
"Suresh.Aristotle@test.com","1655564405861","1.0","0.0","0.0","285"
"Danny.Sanchez@test.com","1655564406598","1.0","0.0","-1.0","247"
"Danny.Sanchez@test.com","1655564406598","1.0","1.0","-1.0","247"
"Danny.Sanchez@test.com","1655564406598","-1.0","1.0","0.0","247"
"Christina.Staples@test.com","1655564407342","0.0","-1.0","0.0","279"
"Christina.Staples@test.com","1655564407342","0.0","-1.0","-1.0","279"
"Christina.Staples@test.com","1655564407342","-1.0","0.0","0.0","279"
"Larry.Jones@test.com","1655564410389","-1.0","1.0","0.0","299"
"Larry.Jones@test.com","1655564410389","1.0","1.0","0.0","299"
"Larry.Jones@test.com","1655564410389","1.0","1.0","-1.0","299"
"Sean.Clark@test.com","1655564412838","1.0","-1.0","0.0","282"
"Sean.Clark@test.com","1655564412838","0.0","0.0","-1.0","282"
"Sean.Clark@test.com","1655564412838","1.0","1.0","0.0","282"
"Jane.Clark@test.com","1655564414275","-1.0","-1.0","-1.0","213"
"Jane.Clark@test.com","1655564414275","0.0","-1.0","-1.0","213"
"Sarah.Fibonnaci@test.com","1655564415696","0.0","1.0","0.0","237"
"Sarah.Fibonnaci@test.com","1655564415696","0.0","-1.0","-1.0","237"
"Sarah.Fibonnaci@test.com","1655564415696","-1.0","1.0","0.0","237"
"Sarah.Fibonnaci@test.com","1655564415696","0.0","1.0","0.0","281"
"Sarah.Fibonnaci@test.com","1655564415696","0.0","-1.0","-1.0","281"
"Sarah.Fibonnaci@test.com","1655564415696","-1.0","1.0","0.0","281"
"Liz.Khatib@test.com","1655564415969","0.0","1.0","0.0","286"
"Liz.Khatib@test.com","1655564415969","-1.0","0.0","-1.0","286"
"Liz.Khatib@test.com","1655564415969","-1.0","1.0","0.0","286"
"Lyn.Sanchez@test.com","1655564417741","0.0","0.0","-1.0","201"
"Lyn.Sanchez@test.com","1655564417741","0.0","-1.0","-1.0","201"
"Lyn.Sanchez@test.com","1655564417741","-1.0","0.0","0.0","201"
"Ashley.Jackson@test.com","1655564417751","1.0","-1.0","0.0","291"
"Ashley.Jackson@test.com","1655564417751","-1.0","-1.0","0.0","291"
"Ashley.Jackson@test.com","1655564417751","1.0","1.0","0.0","291"
"Ben.Khatib@test.com","1655564418502","0.0","0.0","0.0","268"
"Ben.Khatib@test.com","1655564418502","-1.0","1.0","-1.0","268"
"Sarah.Jefferson@test.com","1655564418972","1.0","-1.0","0.0","215"
"Sarah.Jefferson@test.com","1655564418972","0.0","0.0","0.0","215"
"Sarah.Jefferson@test.com","1655564418972","-1.0","-1.0","0.0","215"
"Chris.Gonzalez@test.com","1655564419882","-1.0","-1.0","-1.0","255"
"Chris.Gonzalez@test.com","1655564419882","-1.0","1.0","-1.0","255"
"Chris.Gonzalez@test.com","1655564419882","1.0","0.0","0.0","255"
"Bobby.Jefferson@test.com","1655564421347","0.0","1.0","-1.0","236"
"Bobby.Jefferson@test.com","1655564421347","-1.0","0.0","0.0","236"
"Bobby.Jefferson@test.com","1655564421347","-1.0","-1.0","0.0","236"
"Sarah.Jones@test.com","1655564421881","0.0","1.0","0.0","250"
"Sarah.Jones@test.com","1655564421881","1.0","1.0","-1.0","250"
"Chris.Jackson@test.com","1655564422859","0.0","1.0","0.0","205"
"Chris.Jackson@test.com","1655564422859","-1.0","0.0","0.0","205"
"Chris.Jackson@test.com","1655564422859","-1.0","1.0","0.0","205"
"Travis.Fibonnaci@test.com","1655564422863","1.0","-1.0","0.0","281"
